"","RowN","SiteName","SiteLocation","Prefecture","Latitude","Longitude","maxD"
"83",22045,"三ノ側遺跡","都留市上谷五丁目","山梨",35.54555,138.902688888889,0.572486861594167
"84",22046,"三ノ側遺跡","都留市上谷五丁目","山梨",35.54555,138.902688888889,0.572486861594167
"85",22047,"三ノ側遺跡","都留市田原二丁目","山梨",35.5425305555556,138.897569444444,0.572486861594167
"86",22048,"三ノ側遺跡","都留市田原二丁目","山梨",35.5425305555556,138.897569444444,0.572486861594167
"87",22049,"三ノ側遺跡","都留市田原二丁目","山梨",35.5425305555556,138.897569444444,0.572486861594167
"88",9666,"三内遺跡","青森市大字三内","青森",40.8187611111111,140.697969444444,1.16625180492578
"89",9668,"三内遺跡","青森市大字三内字丸山","青森",40.80895,140.693038888889,1.16625180492578
"90",9671,"三内遺跡","青森市大字三内字丸山","青森",40.80895,140.693038888889,1.16625180492578
"91",6967,"三吉野遺跡群桜木地区","東京都西多摩郡日の出町大字平井字三吉野","東京",35.7414805555556,139.279711111111,2.01634976532921
"92",6968,"三吉野遺跡群桜木地区","東京都西多摩郡日の出町大字平井字三吉野","東京",35.7414805555556,139.279711111111,2.01634976532921
"93",7647,"三吉野遺跡群桜木地区","東京都西多摩郡日の出町","東京",35.7420305555556,139.257430555556,2.01634976532921
"124",20058,"上新保遺跡","富山市本郷町万年割","富山",36.6596194444444,137.2356,0.800195342652043
"125",20059,"上新保遺跡","富山市上新保","富山",36.6525611111111,137.237430555556,0.800195342652043
"126",20060,"上新保遺跡","富山市上新保","富山",36.6525611111111,137.237430555556,0.800195342652043
"127",20061,"上新保遺跡","富山市上新保","富山",36.6525611111111,137.237430555556,0.800195342652043
"128",14728,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"129",14729,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"130",14730,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"131",14731,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"132",14732,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"133",14733,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"134",14734,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"135",14735,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"136",14736,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"137",14737,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"138",14738,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"139",14739,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"140",14740,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"141",14741,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"142",14742,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"143",14743,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"144",14744,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"145",14745,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"146",14746,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"147",14747,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"148",14748,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"149",14749,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"150",14750,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"151",14751,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"152",14752,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"153",14753,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"154",14754,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"155",14755,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"156",14756,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"157",14757,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"158",14758,"上谷地遺跡","由利本荘市土谷字小深田","秋田",39.38555,140.075711111111,51.8293931727939
"159",14759,"上谷地遺跡","由利本荘市土谷字小深田","秋田",39.38555,140.075711111111,51.8293931727939
"160",14760,"上谷地遺跡","由利本荘市土谷字小深田","秋田",39.38555,140.075711111111,51.8293931727939
"161",14761,"上谷地遺跡","由利本荘市土谷字小深田","秋田",39.38555,140.075711111111,51.8293931727939
"162",14762,"上谷地遺跡","由利本荘市土谷字小深田","秋田",39.38555,140.075711111111,51.8293931727939
"163",14763,"上谷地遺跡","由利本荘市土谷字小深田","秋田",39.38555,140.075711111111,51.8293931727939
"164",14764,"上谷地遺跡","由利本荘市土谷字小深田","秋田",39.38555,140.075711111111,51.8293931727939
"165",14765,"上谷地遺跡","由利本荘市土谷字小深田","秋田",39.38555,140.075711111111,51.8293931727939
"166",14766,"上谷地遺跡","由利本荘市土谷字小深田","秋田",39.38555,140.075711111111,51.8293931727939
"167",14767,"上谷地遺跡","由利本荘市土谷字小深田","秋田",39.38555,140.075711111111,51.8293931727939
"168",14768,"上谷地遺跡","由利本荘市土谷字小深田","秋田",39.38555,140.075711111111,51.8293931727939
"169",14769,"上谷地遺跡","由利本荘市土谷字小深田","秋田",39.38555,140.075711111111,51.8293931727939
"170",14770,"上谷地遺跡","由利本荘市土谷字小深田","秋田",39.38555,140.075711111111,51.8293931727939
"171",14771,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"172",14772,"上谷地遺跡","本荘市土谷字上谷地","秋田",39.3858,140.048919444444,51.8293931727939
"173",15304,"上谷地遺跡","平鹿郡山内村平野沢字上谷地","秋田",39.2727611111111,140.632138888889,51.8293931727939
"174",15305,"上谷地遺跡","平鹿郡山内村平野沢字上谷地","秋田",39.2727611111111,140.632138888889,51.8293931727939
"175",15306,"上谷地遺跡","平鹿郡山内村平野沢字上谷地","秋田",39.2727611111111,140.632138888889,51.8293931727939
"176",15307,"上谷地遺跡","平鹿郡山内村平野沢字上谷地","秋田",39.2727611111111,140.632138888889,51.8293931727939
"177",15308,"上谷地遺跡","平鹿郡山内村平野沢字上谷地","秋田",39.2727611111111,140.632138888889,51.8293931727939
"178",15309,"上谷地遺跡","平鹿郡山内村平野沢字上谷地","秋田",39.2727611111111,140.632138888889,51.8293931727939
"179",18814,"上郷遺跡","新潟市江南区横越字上郷","新潟",37.85095,139.146469444444,0.630891257451904
"180",18815,"上郷遺跡","中蒲原郡横越村横越字上郷","新潟",37.8565805555556,139.145488888889,0.630891257451904
"181",4116,"上野原遺跡","国分市川内字田吹鍋迫堂ヶ尾・駒迫十文字","鹿児島",31.71715,130.8331,7.1609282398319
"182",27344,"上野原遺跡","霧島市川内字田吹鍋迫堂ヶ尾・駒迫十文字","鹿児島",31.74205,130.763380555556,7.1609282398319
"183",27345,"上野原遺跡","霧島市川内字田吹鍋迫堂ヶ尾・駒迫十文字","鹿児島",31.74205,130.763380555556,7.1609282398319
"184",27346,"上野原遺跡","霧島市川内字田吹鍋迫堂ヶ尾・駒迫十文字","鹿児島",31.74205,130.763380555556,7.1609282398319
"185",27347,"上野原遺跡","霧島市川内字田吹鍋迫堂ヶ尾・駒迫十文字","鹿児島",31.74205,130.763380555556,7.1609282398319
"186",27348,"上野原遺跡","霧島市川内字田吹鍋迫堂ヶ尾・駒迫十文字","鹿児島",31.74205,130.763380555556,7.1609282398319
"187",27349,"上野原遺跡","霧島市川内字田吹鍋迫堂ヶ尾・駒迫十文字","鹿児島",31.74205,130.763380555556,7.1609282398319
"188",27350,"上野原遺跡","霧島市川内字田吹鍋迫堂ヶ尾・駒迫十文字","鹿児島",31.74205,130.763380555556,7.1609282398319
"189",27351,"上野原遺跡","霧島市川内字田吹鍋迫堂ヶ尾・駒迫十文字","鹿児島",31.74205,130.763380555556,7.1609282398319
"190",27352,"上野原遺跡","霧島市川内字田吹鍋迫堂ヶ尾・駒迫十文字","鹿児島",31.74205,130.763380555556,7.1609282398319
"191",10166,"上野遺跡","八戸市大字上野字上野","青森",40.47815,141.41995,66.0326841324685
"192",10167,"上野遺跡","八戸市大字上野字上野","青森",40.47815,141.41995,66.0326841324685
"193",10168,"上野遺跡","八戸市大字上野字上野","青森",40.47815,141.41995,66.0326841324685
"194",10169,"上野遺跡","青森市浪岡大字樽沢字村元","青森",40.7759305555556,140.7444,66.0326841324685
"195",10170,"上野遺跡","青森市浪岡大字樽沢字村元","青森",40.7759305555556,140.7444,66.0326841324685
"196",10171,"上野遺跡","青森市浪岡大字樽沢字村元","青森",40.7759305555556,140.7444,66.0326841324685
"230",3723,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"231",3724,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"232",3725,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"233",3726,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"234",3727,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"235",3728,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"236",3729,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"237",3730,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"238",3731,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"239",3732,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"240",3733,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"241",3734,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"242",3735,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"243",3736,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"244",3737,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"245",3738,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"246",3739,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"247",3740,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"248",3741,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"249",3742,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"250",3743,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"251",3744,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"252",3745,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"253",3746,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"254",3747,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"255",3748,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"256",3749,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"257",3750,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"258",3751,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"259",3752,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"260",3753,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"261",3754,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"262",3755,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"263",3756,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"264",3757,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"265",3758,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"266",3759,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"267",3760,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"268",3761,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"269",3762,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"270",3763,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"271",3764,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"272",3765,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"273",3766,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"274",3767,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"275",3768,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"276",3769,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"277",3770,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"278",3771,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"279",3772,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"280",3773,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"281",3774,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"282",3775,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"283",3776,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"284",3777,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"285",3778,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"286",3779,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"287",3780,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"288",3781,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"289",3782,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"290",3783,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"291",3784,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"292",3785,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"293",3786,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"294",3787,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"295",3788,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
"296",3789,"下宅部遺跡","東村山市多摩湖町4丁目3・4番地ほか","東京",35.7663805555556,139.45085,0.814426099439132
