"SiteLocation","Latitude.gmap","Longitude.gmap"
"板橋区高島平",35.786996,139.6579635
"新宿区南元町",35.67988,139.7236915
"国分寺市泉町",35.6977359,139.468211
"八王子市寺田町",35.6198821,139.3018896
"中央区日本橋",35.6811836,139.7741538
"日野市川辺堀之内",35.6676161,139.3995934
"調布市入間町",35.6498822,139.5878492
"大島町泉津字秋之原",34.7860694,139.4103889
"港区白金台",35.6387581,139.725607
"八丈島八丈町",33.1030212,139.8035566
"渋谷区鉢山町",35.651267,139.6981574
"千代田区飯田橋",35.7004584,139.7492367
"練馬区春日町",35.753339,139.6426587
"新宿区大久保",35.703991,139.7051782
"調布市富士見町",35.6614092,139.5369095
"府中市本宿町･西府町",35.6709726,139.4573727
"府中市宮町",35.6685453,139.4809269
"府中市日吉町",35.6637345,139.486014
"府中市西府町",35.6765613,139.455498
"府中市本町",35.6664857,139.4758402
"府中市武蔵台",35.6910974,139.4631255
"府中市武蔵台･西原町",35.683639,139.4591532
"小金井市東町",35.6968664,139.5254541
"福生市大字福生字武蔵野",35.7494871,139.3310566
"八王子市台町",35.6539273,139.3209099
"練馬区東大泉",35.749043,139.5865752
"渋谷区恵比寿",35.6461371,139.7153917
"北区王子",35.7598769,139.7358241
"葛飾区奥戸･新小岩",35.7289214,139.8628222
"墨田区本所",35.7030994,139.8016386
"墨田区横綱",35.6985611,139.7946064
"新宿区西落合、中野区松が丘",35.7225222,139.6742951
"杉並区永福",35.673745,139.6413835
"足立区東伊興",35.8030803,139.7920494
"町田市木曽町･森野",35.5560611,139.4280227
"目黒区下目黒",35.6292881,139.7077314
"千代田区有楽町",35.6745957,139.7620134
"新宿区中井",35.716422,139.6847564
"多摩市一ノ宮･日野市落川",35.6561565,139.4319861
"青梅市裏宿町",35.7906895,139.2473995
"墨田区亀沢",35.6978715,139.8029173
"調布市",35.6506111,139.5407215
"千代田区本田町･港区赤坂",35.6710403,139.7345469
"国立市青柳",35.6845907,139.4230922
"小平市鈴木",35.723202,139.5000058
"八王子市戸吹町",35.7096939,139.2866779
"厚木市愛名字宮地",35.4449637,139.3261249
"大和市",35.4875153,139.4579975
"横浜市南区山谷",35.4291015,139.6254456
"小田原市羽根尾字中道",35.2915506,139.2296697
"茅ヶ崎市芹沢字臼久保",35.3737088,139.4078865
"横須賀市猿島",35.28596,139.6940091
"横須賀市長沢字大塚",35.2114175,139.678376
"茅ヶ崎市下寺尾",35.3671136,139.4046734
"鎌倉市由比ガ浜",35.3109154,139.5445476
"伊勢原市日向字下北原",35.4360299,139.2664018
"伊勢原市日向",35.4360299,139.2664018
"川崎市上麻生",35.5969874,139.5050946
"横須賀市",35.281498,139.6721655
"海老名市河原口",35.4475925,139.3767388
"足柄上郡山北町山北",35.3654867,139.0766607
"海老名市本郷",35.4070107,139.3983234
"藤沢市葛原",35.4076272,139.4338921
"鎌倉市小町",35.3185887,139.5521867
"横須賀市吉井字下吉井",35.2476271,139.7026251
"綾瀬市吉岡字蟹ヶ谷",35.4195405,139.4165524
"綾瀬市吉岡",35.4223582,139.4135645
"愛甲郡清川村",35.4823577,139.2763651
"茅ヶ崎市下町屋",35.3323662,139.3868953
"相模原市緑区元橋本町",35.6031299,139.3380335
"相模原市",35.5712568,139.373427
"茅ヶ崎市行谷",35.3701958,139.4122942
"相模原市緑区久保沢",35.5976339,139.3006218
"厚木市酒井",35.4138952,139.3615074
"厚木市酒井字山傳",35.4138952,139.3615074
"横須賀市浦賀",35.2483823,139.7102847
"藤沢市今田字丸山",35.3914702,139.4777477
"藤沢市大庭字根下",35.3586742,139.4491425
"逗子市桜山",35.281643,139.612061
"横浜市神奈川区沢渡",35.4714879,139.6165222
"伊勢原市三ノ宮",35.403483,139.276539
"座間市座間キャンプ座間内",35.4921,139.3971816
"港北区岸根町山王山",35.4982789,139.614241
"伊勢原市子易字大坪",35.413114,139.2664018
"海老名市上今泉",35.4687157,139.4034033
"秦野市渋沢",35.3505595,139.1803081
"相模原市南区磯部",35.5083959,139.388165
"高座郡寒川町岡田",35.3728209,139.393244
"茅ヶ崎市下寺尾他",35.3671136,139.4046734
"相模原市緑区小倉",35.5674831,139.2968186
"小田原市城山",35.2556574,139.1499529
"平塚市真土",35.3580346,139.3538932
"伊勢原市下糟屋",35.4057365,139.3272514
"茅ヶ崎市西久保",35.3469305,139.3945138
"茅ヶ崎市西久保字大町",35.3469305,139.3945138
"平塚市",35.3352157,139.3494949
"厚木市上依知",35.5164315,139.3627765
"大和市上草柳",35.4780511,139.4491425
"伊勢原市上粕屋",35.414249,139.291748
"平塚市真田",35.3705191,139.2828756
"平塚市北金目",35.3642707,139.2816082
"伊勢原市上糟屋",35.4057365,139.3272514
"川崎市中原区井田",35.5613053,139.6413835
"大和市福田",35.4316741,139.4593116
"海老名市杉久保",35.426654,139.3922916
"伊勢原市西富岡",35.4229542,139.3018896
"津久井郡津久井町大字青根字上野田",35.5034926,139.1120314
"海老名市門沢橋",35.4050358,139.3792777
"横浜市緑区折本町",35.5263804,139.5916715
"川崎市宿河原",35.6169905,139.5802054
"相模原市緑区谷ヶ原",35.5909936,139.2955509
"津久井郡城山町谷ヶ原",35.5906718,139.2925615
"綾瀬市早川字天神森",35.440715,139.4135645
"相模原市古淵",35.5532338,139.4224569
"横須賀市長井",35.2007494,139.6171596
"藤沢市長後",35.4199536,139.4643968
"大和市深見字大塚戸",35.4869072,139.468211
"相模原市緑区澤井",35.6376192,139.155011
"逗子市池子米軍提供用地",35.3041919,139.5903032
"逗子市米軍池子住宅地区",35.3041919,139.5903032
"足柄上郡大井町山田中屋敷",35.3348556,139.1614735
"平塚市中原上宿",35.348142,139.332349
"横浜市港北区中川町",35.5601201,139.5700153
"海老名市中野",35.413185,139.3767388
"逗子市桜山･三浦郡葉山町長柄",35.287005,139.5845373
"津久井郡津久井町根小屋字根本",35.5729555,139.276539
"相模原市津久井町太井",35.5850222,139.2752717
"相模原市緑区根小屋",35.5729555,139.276539
"相模原市小倉字馬込",35.5674831,139.2968186
"秦野市鶴巻南",35.378662,139.2803409
"横須賀市久里浜",35.2138991,139.7192223
"横須賀市神明町",35.2216193,139.7039016
"伊勢原市田中字万代",35.4037481,139.308229
"相模原市田名字稲荷山",35.5712568,139.373427
"相模原市田名堀内",35.553253,139.334642
"秦野市東田原",35.3966203,139.2258711
"伊勢原市東富岡",35.4162423,139.310765
"相模原市南区当麻",35.5276566,139.3678533
"津久井郡津久井町青根字馬渡",35.5034926,139.1120314
"横浜市緑区奈良町",35.5663064,139.4745686
"藤沢市石川",35.3791036,139.4542268
"横浜市港北区日吉",35.5509922,139.6528614
"横浜市鶴見区馬場",35.5075932,139.6477598
"横浜市神奈川区白幡東町",35.4864548,139.6394707
"相模原市緑区城山",35.5891521,139.2854104
"愛甲郡愛川町半原",35.5355331,139.268936
"座間市キャンプ座間内",35.4921,139.3971816
"伊勢原市",35.4031334,139.3145107
"大和市福田丙二ノ区",35.4316741,139.4593116
"横浜市保土ヶ谷区明神台",35.4574384,139.5894418
"小田原市前川字矢代",35.2874314,139.2195408
"足柄上郡大字御字下矢頭",35.418774,139.0615086
"藤沢市用田",35.4085881,139.4135645
"相模原市緑区葉山島",35.5574253,139.3171053
"横須賀市夏島町",35.3210274,139.6528614
"上北郡下田町字瓢",40.6185752,141.3551328
"上北郡六ヶ所村大字尾駮字野附",40.9763766,141.3593692
"上北郡六ヶ所村大字尾駮字上尾駮",40.9731042,141.3324048
"上北郡六ヶ所村大字鷹架字発茶沢",40.9385634,141.3697843
"中津軽郡西目屋村大字砂子瀬字芦沢",40.5274475,140.2339958
"黒石市大字沖浦字一ノ渡",40.5628481,140.6886713
"北津軽郡鶴田町大字妙堂崎字掛元",40.7671758,140.3822323
"青森市大字諏訪沢字山辺",40.8083485,140.8335624
"五所川原市大字持子沢字隠川",40.7520402,140.5360027
"八戸市南郷区市野沢",40.4019359,141.4350268
"弘前市大字小友字宇田野",40.7155321,140.4101776
"青森市大字合子沢字山崎",40.717091,140.7845802
"南津軽郡碇ヶ関村大字碇ヶ関字永野",40.4805168,140.6314386
"黒石市大字牡丹平字牡丹平南",40.6330618,140.6209952
"黒石市大字浅瀬石字山辺",40.6142478,140.6185908
"青森市浪岡大字下石川字平野",40.7373764,140.5394302
"青森市浪岡大字吉野田字木戸口",40.7266223,140.5433475
"青森市浪岡大字吉野田字螢沢",40.7274114,140.5513551
"三戸郡階上町大字道仏字下天摩",40.4427841,141.6529601
"西津軽郡鰺ヶ沢町大字北浮田町字外馬屋前田",40.7815697,140.264583
"青森市大別内字葛野",40.7463078,140.7409642
"八戸市大字是川字鴨平",40.4387427,141.4521899
"三戸郡南部町大字上名久井字館向",40.4133294,141.3268497
"八戸市大字新井田字前田",40.4918219,141.521547
"八戸市大字新井田字古戸沢",40.4891403,141.5224591
"八戸市大字櫛引字岩沢平",40.4939884,141.4118295
"青森市大字岩渡字小谷",40.7899602,140.6780409
"中津軽郡西目屋村大字砂子瀬字鬼川辺",40.4843949,140.2612086
"西津軽郡木造町",40.808222,140.3805004
"つがる市木造館岡沢根",40.8024139,140.3879744
"平川市石郷村元",40.5736305,140.5503627
"平川市八幡崎字松橋",40.6207685,140.5392232
"青森市浪岡大字浪岡字上宮本",40.720056,140.6133491
"つがる市稲垣町沼崎久米川8‐1",40.8746717,140.3878018
"青森市大字宮田字玉水",40.8387101,140.8323076
"青森市大字岡町字宮本",40.844237,140.6533405
"西津軽郡鰺ヶ沢町大字北浮田町字新沢",40.7858887,140.2723246
"西津軽郡鰺ヶ沢町大字南浮田町字金沢街道沢",40.779116,140.2437958
"三沢市大字見沢字猫又",40.6897991,141.3496422
"八戸市大字櫛引字岡前他",40.480378,141.4321092
"八戸市大字上野字堀端",40.475171,141.4103961
"八戸市大字上野字上明戸",40.4711034,141.4124219
"下北郡川内町大字川内字熊ヶ平",41.3080176,141.3327821
"青森市大字岩渡字熊沢",40.780233,140.6662292
"八戸市長根",40.5117646,141.4786383
"五所川原市大字羽野木沢字隈無",40.7601962,140.5317536
"青森市",40.8222197,140.7473524
"三戸郡南部町大字剣吉字荒町",40.4449614,141.3438344
"八戸市大字十日市字弥次郎窪",40.4774512,141.5089408
"八戸市大字沢里字古宮",40.4927876,141.4706035
"下北郡川内町大字川内字戸沢",41.3080176,141.3327821
"下北郡川内町大字川内字川代",41.3080176,141.3327821
"三沢市米軍三沢基地内",40.704262,141.369581
"上北郡下田町字向山",40.6199966,141.3711049
"上北郡野辺地町字向田",40.9393851,141.2163662
"上北郡六ヶ所村大字鷹架字道ノ下",40.9269219,141.3839755
"弘前市大字下白銀町",40.6059531,140.4650651
"むつ市奥内字竹立",41.1979012,141.2772326
"むつ市大平",41.3057905,141.1455903
"むつ市川内町宿野部",41.2103404,140.9137912
"むつ市城ヶ沢",41.2405743,141.0884926
"八戸市糠塚字小沢",40.4867839,141.4893666
"八戸市大字金浜字土橋",40.4669579,141.6108039
"八戸市南郷区大字島守字下荒谷",40.4093865,141.4740336
"南津軽郡浪岡町大字高屋敷字野尻",40.738714,140.5791487
"黒石市大字高舘字丁高原",40.6780389,140.6241145
"黒石市",40.6426266,140.5946719
"弘前市大字高杉字尾上山",40.6752442,140.3841576
"青森市大字合子沢字松森",40.736727,140.7660752
"八戸市大字十日市字黒坂",40.480527,141.5198722
"黒石市大字南中野字館ヶ沢",40.6291962,140.6888782
"三沢市字早稲田",40.7596004,141.3650015
"上北郡百石町字下谷地",40.6174825,141.4390563
"上北郡六戸町大字犬落瀬字根古橋",40.6528051,141.3180047
"八戸市根城",40.5048581,141.4750004
"中津軽郡西目屋村砂子瀬字宮元",40.5259447,140.2320635
"中津軽郡西目屋村砂子瀬字水上",40.4843949,140.2612086
"蓬田村大字広瀬字坂元",41.0203909,140.6441942
"青森市横内字桜峯",40.7075959,140.8465536
"八戸市尻内町字下毛清水",40.5426213,141.4338422
"八戸市大字根城字笹原",40.4658805,141.4640275
"青森市大字三内",40.8101204,140.6912077
"青森市三内字沢部",40.8153375,140.691883
"五所川原市相内岩井",41.0644463,140.3523284
"三戸郡南部町大字高瀬字山屋敷平",40.4069508,141.3207019
"三戸郡南部町大字平字上平",40.4114938,141.3383547
"青森市大字宮田字山下",40.8359629,140.8530787
"階上町大字赤保字山館前",40.4337148,141.6188889
"南津軽郡浪岡町大字杉沢字山元",40.7176181,140.6082096
"青森市大字六枚橋字山城",40.9284089,140.6165103
"東津軽郡蓬田村大字瀬辺地字山田",41.0003678,140.6469289
"青森市大字四戸橋字富田",40.9563264,140.5935806
"青森市大字四戸橋字磯部",40.9463861,140.6241054
"八戸市大字新井田字山道",40.4933859,141.5224338
"三戸郡新郷村大字戸来字獅子神",40.4605738,141.0861954
"青森市浪岡大字吉野田字荷越沢",40.7425184,140.5611734
"三戸郡階上町大字赤保内字寺下",40.4279544,141.6258689
"五所川原市大字羽野木沢字実吉",40.7584421,140.5183433
"弘前市大字十腰内字猿沢",40.7416513,140.3290011
"五所川原市大字長橋字広野",40.829132,140.4413483
"北津軽郡市浦村大字十三",41.0296341,140.3587104
"弘前市大字小栗山字沢部",40.5605362,140.4804328
"三戸郡階上町大字晴山沢字小沢",40.3996978,141.5366563
"三沢市",40.683157,141.3690006
"三戸郡階上町大字金山沢字小板橋",40.4567059,141.5241945
"青森市大字野沢字小牧野",40.7163793,140.7370582
"青森市野沢字小牧野",40.7163793,140.7370582
"八戸市大字十日市字風浚",40.4818932,141.5148365
"八戸市南郷区大字島守字番屋",40.3941557,141.5240703
"弘前市大字横町字豊田",40.6220845,140.427622
"三戸郡五戸町大字切谷内字上蛇沢",40.5291956,141.3605861
"弘前市大字新岡字山本",40.6411347,140.3852451
"弘前市大字新岡字薬師",40.6375699,140.3795466
"八戸市大字上野字上野",40.4777118,141.4199334
"青森市浪岡大字樽沢字村元",40.7137158,140.560167
"青森市大字矢田字上野尻",40.8432504,140.8619759
"八戸市大字上野字昼場",40.4819764,141.4153172
"東津軽郡平舘村大字今津字尻高",41.115142,140.6138236
"下北郡東通村大字尻労字安部",41.3820139,141.4504081
"青森市野木字山口",40.7509845,140.749486
"青森市合子沢字松森",40.736727,140.7660752
"青森市新町野字菅谷",40.7718215,140.7522111
"青森市大字新町野字菅谷",40.7718215,140.7522111
"青森市大字新田字忍",40.8365144,140.6999095
"八戸市大字是川字新田",40.4819685,141.4925848
"青森市大字駒込字深沢",40.6928599,140.9077926
"弘前市大字小友字神原",40.7051238,140.408897
"南津軽郡田舎館村",40.6313011,140.5502528
"青森県南津軽郡藤崎町水木",40.6814425,140.5323884
"八戸市",40.5122055,141.4882743
"三戸郡南部町大字小向字館",40.4126883,141.265293
"三戸郡南部町大字福田字西久根",40.4585477,141.371321
"青森市大字新城字平岡",40.804396,140.6587821
"三戸郡南部町",40.4667161,141.3820655
"三戸郡五戸町大字倉石又重字西張平",40.4732141,141.2176081
"西津軽郡深浦町大字関字栃沢",40.7251538,140.0844398
"青森市大字石江字平山",40.819865,140.6832245
"青森市大字石江字高間",40.827405,140.6934453
"黒石市大字上十川字長谷澤一番囲",40.6640082,140.6381125
"東北町大字新館字赤平",40.7093483,141.1918308
"十和田市大字切田字前谷地",40.5658849,141.200538
"中津軽郡西目屋村大字川原平字福岡",40.5230288,140.2264679
"中津軽郡西目屋村大字川原平字宮元",40.5259447,140.2320635
"弘前市大字下湯口字扇田",40.5778375,140.4142816
"三戸郡三戸町大字泉山字田ノ上",40.3832107,141.2898466
"弘前市大字鬼沢字二千刈",40.6898496,140.4017505
"南津軽郡田舎館村大字田舎館字前川",40.6280439,140.5480298
"上北郡七戸町字倉越",40.7038291,141.1594548
"上北郡七戸町字大池",40.7024214,141.1697904
"弘前市大字福村字早稲田",40.6012434,140.5177078
"上北郡七戸町字太田野",40.6935163,141.1659084
"十和田市大字沢田字北野",40.6783611,141.1848375
"三戸郡南部町大字高瀬字大久保平",40.4086727,141.3150651
"中津軽郡西目屋村川原平字大川添",40.5167001,140.2020996
"中津軽郡西目屋村大字川原平字大川添",40.5167001,140.2020996
"東津軽郡平内町大字東田沢字立石",40.9905384,140.9267153
"むつ市大畑町大字二枚橋字釣屋浜",41.419773,141.1510964
"東津軽郡蟹田町大字大平山元",41.0652744,140.551951
"東津軽郡蟹田町大字大平字山元",41.0425878,140.6320133
"東北町大字大浦字大坊頭",40.7018984,141.2039473
"十和田市大字相坂字長漕",40.5924233,141.2489304
"東津軽郡蓬田村大字広瀬字滝沢",41.019939,140.5910654
"三戸郡階上町大字平内字滝端",40.4150988,141.5480985
"下北郡風間浦村大字蛇浦字沢ノ黒",41.4884325,140.9674176
"八戸市大字妙字丹内",40.4839508,141.5262731
"五戸町",40.5311717,141.3079712
"八戸市大字中居林字中居林",40.4882244,141.4961279
"弘前市大字中崎字川原田",40.6530166,140.4656539
"青森市浪岡大字吉野田字平野",40.725597,140.5590337
"三戸郡南部町大字中野字中野",40.4103636,141.414032
"上北郡下田町",40.5993178,141.3976282
"十和田市法量",40.6217545,141.0244295
"青森市大字高田字朝日山",40.7647528,140.7011666
"青森市大字細越字栄山",40.7908126,140.7045464
"青森市高田字朝日山",40.7647528,140.7011666
"八戸市大字糠塚字長久保",40.4851448,141.4851956
"八戸市市川町字長七谷地吹上",40.5682972,141.4659767
"上北郡六戸町大字上吉田字長谷",40.5882625,141.3402501
"西津軽郡深浦町大字轟木字津山",40.6936758,139.9964824
"上北郡野辺地町字槻ノ木",40.8622615,141.0786142
"上北郡六戸町大字犬落瀬字坪毛沢",40.6305019,141.3358291
"南津軽郡大鰐町宿川字鶴ヶ鼻",40.5234182,140.565578
"八戸市南郷区",40.4002829,141.4439354
"八戸市大字田向冷水デンドウ平",40.49612,141.5038445
"八戸市大字田面木字山道下夕",40.4958061,141.4481218
"三戸郡階上町大字道仏字鹿糠",40.4503817,141.6475673
"三戸郡階上町大字道仏字藤沢",40.4546554,141.642979
"北津軽郡小泊村",41.1414041,140.3510607
"下北郡東通村大字小田野沢字南通",41.2090767,141.3718123
"弘前市大字乳井字岩ノ上",40.5471112,140.561455
"八戸市大字田面木字韮窪",40.4682105,141.4591331
"三沢市大字三沢",40.7220131,141.3753666
"階上町",40.4524042,141.6210049
"西津軽郡森田村大字大館字八重菊",40.808222,140.3805004
"八戸市大字八幡字五日町",40.4897867,141.4328305
"下北郡川内町大字川内字板子塚",41.3080176,141.3327821
"西津軽郡深浦町大字深浦字尾上山",40.6473975,139.9372642
"上北郡七戸町字膝森",40.7104889,141.1761897
"三戸町",40.3784424,141.2586937
"東津軽郡平舘村大字今津字才ノ神93ほか",41.1292072,140.5411331
"南津軽郡平賀町大字新屋字富山",40.595894,140.6044204
"南津軽郡尾上町大字金屋字早稲田",40.6077625,140.6177623
"三沢市大字三沢字淋代平",40.7316274,141.3872984
"五所川原市相内実取",41.0456453,140.3840463
"三戸郡福地村大字法師岡字田向",40.4679752,141.4106566
"東津軽郡蓬田村大字蓬田字宮本",40.9818411,140.6472009
"弘前市大字堀越字柏田",40.5716103,140.5212143
"上北郡六戸町大字犬落瀬",40.6420403,141.3217167
"十和田市大字滝沢字明戸",40.5241204,141.2175981
"十和田市大字滝沢字高屋",40.527419,141.2082298
"青森県つがる市富萢町屏風山/清水",41.0023361,140.3420518
"西津軽郡鯵ヶ沢町大字舞戸町字鳴戸",40.7815565,140.2361672
"鯵ヶ沢町",40.7798998,140.208653
"西津軽郡鰺ヶ沢町",40.7798998,140.208653
"西津軽郡鰺ヶ沢町大字建石町字石神",40.7549675,140.3135544
"三戸郡階上町",40.4524042,141.6210049
"南津軽郡浪岡町大字徳才子字山本",40.7517342,140.5808009
"青森市大字野尻字野田",40.7851773,140.7684733
"青森市大字野木字山口",40.7509845,140.749486
"上北郡六ヶ所村尾駮字表館",40.979975,141.340035
"弘前市大字時苗字油伝",40.6030626,140.4640543
"上北郡野辺地町字有戸鳥井平",40.8841764,141.1768367
"むつ市大字田名部字斗南岡",41.2959981,141.2429775
"八戸市大字尻内町字黒ノ沢",40.520623,141.424474
"弘前市大字小栗山字鷲ノ巣",40.5538915,140.4822306
"西津軽郡森田村大字森田字屏風山",40.7778876,140.3373537
"八戸市大字田面木字鶉窪",40.4974251,141.4568749
"北上市和賀町横川目",39.3870092,140.8780524
"和賀郡東和町安俵6区",39.3817042,141.2197333
"和賀郡東和町安俵Ⅺ区",39.3788334,141.2244362
"奥州市衣川区下衣川関谷起",39.0414115,141.0668623
"一戸町",40.2130221,141.295616
"盛岡市玉山区芋田字沢田",39.8725292,141.1913897
"宮古市大字松山第8地割",39.6229482,141.9165082
"久慈市宇部町第3地割",40.1404618,141.7801708
"二戸市釜沢字白山",40.3401309,141.274549
"奥州市前沢区鵜ノ木",39.0244363,141.12882
"奥州市水沢区黒石町字鵜ノ木",39.1235139,141.1871054
"陸前高田市小友町字雲南",38.9903901,141.6898706
"岩手郡岩手町大字一方井字大森",40.0097601,141.1589065
"花巻市東和町町井区",39.3714712,141.2387184
"花巻市大迫町字外川目第28地割",39.4520816,141.2949492
"胆沢郡胆沢町若柳字下尿前",39.1974589,140.995255
"奥州市胆沢区若柳字東下嵐江",39.1042622,140.8835203
"西磐井郡平泉町平泉字花立",38.993791,141.1118835
"東磐井郡川崎村字川崎",38.905555,141.2537753
"陸前高田市高田町字太田",39.0204542,141.6412652
"西磐井郡花泉町花泉字阿惣沢沖",38.8457853,141.1612212
"二戸市浄法寺町駒ケ嶺",40.1609664,141.1190004
"久慈市侍浜町桑畑第3地割",40.2872447,141.7924109
"下閉伊郡普代村第30地割",39.9825655,141.818
"八幡平市荒木田第３地割",39.9796392,141.0769844
"北上市和賀町煤孫第2地割56-6ほか",39.2811031,140.9862829
"下閉伊郡山田町第3地割",39.4416802,141.9570738
"気仙郡住田町世田米字小股",39.1556042,141.4978508
"下閉伊郡田野畑村島越",39.9304748,141.8888973
"北上市和賀町煤孫",39.2693394,140.9744856
"九戸郡九戸村大字江刺家第17地割字丸木橋",40.276246,141.3997155
"北上市和賀町岩崎",39.2693447,141.0458496
"奥州市胆沢区小山字岩洞沢",39.0961138,141.0449067
"下閉伊郡田野畑村机",39.9573651,141.9382701
"胆沢郡胆沢町小山字外浦",39.1974589,140.995255
"奥州市胆沢区宮沢原",39.1177458,141.0047068
"大船渡市三陸町綾里字宮野",39.0680895,141.7993186
"北上市稲瀬町地蔵堂",39.2391508,141.1206463
"二戸郡安代町",40.1546669,141.2936464
"遠野市宮守町達曽部22地割",39.3751827,141.3355765
"遠野市宮守町達曽部11地割",39.3963602,141.3422912
"上閉伊郡宮守村字達曽部22地割",39.3751827,141.3355765
"宮古市大字金浜第2地割字古館",39.6394645,141.9462611
"遠野市遠野町第30地割字九重沢",39.3091699,141.5307975
"九戸郡軽米町大字山内第4地割駒坂",40.2972886,141.422545
"二戸市浄法寺町駒ヶ嶺",40.1609664,141.1190004
"一関市花泉町字五輪堂",38.8143683,141.199193
"宮古市田老字向新田",39.7922191,141.9792654
"盛岡市飯岡新田2地割",39.6671479,141.1419627
"二戸郡九戸村大字江刺家第13地割字鍋倉",40.2588562,141.4023976
"九戸郡九戸村大字江刺家",40.2604596,141.402631
"下閉伊郡岩泉町安家字高須賀",39.9527873,141.7719936
"西磐井郡平泉町長島字古川",39.004112,141.1247184
"遠野市松崎町駒木22地割字高瀬",39.3575865,141.5456538
"遠野市",39.3306618,141.5314512
"遠野市松崎町駒木",39.381766,141.5722414
"北上市相去町高前壇",39.2598782,141.0904112
"花巻市高木第23地割",39.3794443,141.1376623
"花巻市高木第26地割",39.3769428,141.137313
"奥州市胆沢区南都田字上広岡",39.1294208,141.0875974
"九戸郡九戸村大字江刺家字鍋倉",40.2604596,141.402631
"下閉伊郡岩泉町中島字長内",39.8404893,141.953393
"一関市厳美町字中川",38.9807501,140.9429651
"一関市厳美町字駒形",38.9754561,140.9473124
"一関市厳美町字若井原",38.9775648,140.9349385
"北上市黒岩12地割",39.3005145,141.1559764
"宮古市佐原",39.6571865,141.9578643
"岩手郡玉山村寺林字才津沢",39.897862,141.200128
"盛岡市向中野字野原",39.6753484,141.1431085
"西磐井郡平泉町平泉字坂下",39.0012107,141.112916
"奥州市胆沢区南都田字作屋敷",39.1315592,141.0751912
"下閉伊郡山田町船越",39.4379507,142.0101627
"宮古市黒森町",39.6504532,141.9388179
"久慈市山根町字下戸第6地割",40.1800741,141.4377629
"気仙郡住田町上有住字山脈地",39.2003722,141.5858634
"気仙郡住田町世田米字子飼沢",39.1616997,141.4174287
"和賀郡西和賀町湯田第49地割",39.347078,140.7603536
"釜石市片岸町第10地割",39.3441555,141.9033922
"奥州市胆沢区南都田字漆町",39.1380306,141.081168
"遠野市上郷町細越第16地割字赤羽根",39.2591388,141.6557958
"紫波郡都南村大字手代森第22地割",39.5691035,141.1693343
"花巻市山の神",39.3604477,141.1120263
"二戸郡一戸町",40.1546669,141.2936464
"盛岡市川目第5地割",39.6665319,141.2293087
"大船渡市越喜来字小出",39.1336878,141.7790113
"気仙郡住田町上有住字小松",39.1807041,141.6286741
"下閉伊郡岩泉町小本字小成",39.8276324,141.969414
"岩手郡雫石町小日谷地",39.6940739,140.9604369
"釜石市唐丹町字小白浜",39.2191501,141.8736095
"奥州市前沢区白山",39.0678296,141.1602438
"上閉伊郡大槌町吉里吉里第13地割字松磯",NA,NA
"宮古市松山第13地割",39.622051,141.9118746
"宮古市松山第7地割字大地田沢",39.621906,141.9214786
"胆沢郡金ヶ崎町永沢字松本館",39.1702051,141.08308
"二戸市浄法寺町御山",40.2061822,141.1955896
"下閉伊郡山田町船越第6地割",39.438769,141.9693943
"北上市鬼柳町上鬼柳第2地割",39.2760859,141.092658
"下閉伊郡山田町織笠第9地割",39.4488744,141.9543772
"岩手郡西根町寺田字上斗内",39.5832989,141.2534574
"一関市厳美町字上野",38.9405171,141.0715925
"二戸市浄法寺町浄法寺",40.1822749,141.155143
"九戸郡野田村大字野田第26地割",40.1141618,141.8098721
"遠野市綾織町下綾織31地割",39.3168611,141.4630823
"遠野市綾織町下綾織第33地割",39.3076491,141.4846761
"北上市新平2地割",39.3216602,141.0632577
"釜石市平田第5地割",39.2332619,141.8859951
"釜石市平田第6地割",39.2295526,141.9006792
"奥州市前沢区古城字四反田",39.0750226,141.1472986
"奥州市前沢区古城字水尻",39.0771533,141.143791
"奥州市前沢区古城字宿ノ前",39.0760811,141.1499839
"二戸郡安代町字土沢",40.1546669,141.2936464
"水沢市神明町",39.1391733,141.161363
"下閉伊郡田野畑村菅窪",39.9225943,141.8914286
"西磐井郡平泉町平泉字瀬原",39.0136706,141.1133835
"和賀郡西和賀町湯田",39.3549223,140.7562734
"一関市舞川字河岸",38.9547572,141.1772975
"東磐井郡千厩町清田字台",38.9307515,141.3597615
"胆沢郡前沢町生母字荒谷",39.1974589,140.995255
"盛岡市本宮",39.6869131,141.1241418
"盛岡市本宮字野古",39.6799716,141.123175
"盛岡市向中野",39.6753484,141.1431085
"花巻市大迫町外川目第27地割",39.4595081,141.2972924
"宮古市田老字青野滝北",39.7821049,141.9776603
"北上市稲瀬町字前田",39.2469368,141.1217309
"釜石市大只越町",39.2764993,141.881312
"花巻市東宮野目",39.4172751,141.1301624
"和賀郡和賀町煤孫第2地割",39.2911825,140.8040409
"奥州市胆沢区南都田字石田",39.1463493,141.1051914
"宮古市赤前第7地割",39.5685239,141.9669216
"北上市二子町千苅",39.3049872,141.1464012
"下閉伊郡田野畑村字千足",39.9698499,141.8160289
"釜石市鵜住居町第13地割",39.3282935,141.8652013
"岩手郡岩手町大字子抱第17地割字岩崎",39.9414942,141.1959325
"岩手郡岩手町大字川口第12地割二ツ森",39.9111589,141.2021015
"西磐井郡平泉町字志羅山",38.9874295,141.1135305
"九戸郡山形村大字川井第4地割",40.2967692,141.6061339
"奥州市江刺区岩谷堂字雲南田",39.2103271,141.201887
