"MaterialTypeUniqueID","Material_Classification","Material_Details_JPN","inconsistent","Materials_Details_EN","Materials_Detail_Identification_EN","Materials_Detail_Other_EN","Materials_Detail_Notes_EN"
1638,"Charred Remain","炭化材,クヌギ節,",0,"carbonized material saw-tooth oak (Quercus acutissima)","saw-tooth oak (Quercus acutissima)","carbonized material",""
1669,"Charred Remain","炭化材,炭化物,",0,"carbonized material material","","carbonized material material",""
2915,"Charred Remain","種実,オオムギ,",1,"seed/nuts barley (Hordeum sp.)","barley (Hordeum sp.)","seed/nuts",""
2915,"Charred Remain","種実,オオムギ,",1,"seed/nuts barley (Hordeum sp.)","barley (Hordeum sp.)","seed/nuts",""
1672,"Charred Remain","炭化材,網代状繊維,",0,"Charcoal with net-like fibre","","carbonized material textile fiber / fiborous",""
1653,"Charred Remain","炭化材,最外1年輪",0,"charcoal outermost ring","","carbonized material outermost year ring",""
1655,"Charred Remain","炭化材,外から10年輪",0,"charcoal 10 year from outside","","carbonized material year ring from outermost",""
1658,"Charred Remain","炭化材,外から20年輪",0,"charcoal 20 year from outside","","carbonized material year ring from outermost",""
3168,"Shell","貝,シジミ,",0,"basket clam (Corbiculidae spp.)","","",""
2958,"Charred Seed","種実,モモ,核",1,"seed/nuts peach (Amygdalus persica syn. Prunus)","peach (Amygdalus persica syn. Prunus)","seed/nuts",""
2958,"Charred Seed","種実,モモ,核",1,"seed/nuts peach (Amygdalus persica syn. Prunus)","peach (Amygdalus persica syn. Prunus)","seed/nuts",""
2923,"Charred Seed","種実,クリ,",0,"seed/nuts chestnut (Castanea crenata)","chestnut (Castanea crenata)","seed/nuts",""
1539,"Lacquer","漆,胴内",0,"inside fabric?","","inside fabric?",""
1536,"Lacquer","漆,生漆,底部内面",0,"interior bottom","","interior bottom",""
618,"Organic Residue from Pottery","土器付着物,煤,胴外上",0,"from pottery soot residue outside","","from pottery soot residue outside",""
495,"Organic Residue from Pottery","土器付着物,口縁部下面・外面",0,"from pottery rim exterior residue","","from pottery rim exterior residue",""
669,"Organic Residue from Pottery","土器付着物,胴部上位外面",0,"from pottery exterior residue body upper","","from pottery exterior residue body upper",""
497,"Organic Residue from Pottery","土器付着物,口縁部外面",0,"from pottery rim exterior residue outer neck","","from pottery rim exterior residue outer neck",""
668,"Organic Residue from Pottery","土器付着物,胴部上位・外面",0,"from pottery exterior residue body upper","","from pottery exterior residue body upper",""
676,"Organic Residue from Pottery","土器付着物,胴部中位・外面",0,"from pottery exterior residue body","","from pottery exterior residue body",""
686,"Organic Residue from Pottery","土器付着物,頸部外面",0,"from pottery exterior residue outer neck","","from pottery exterior residue outer neck",""
483,"Organic Residue from Pottery","土器付着物,口縁下外面",0,"from pottery rim exterior residue","","from pottery rim exterior residue",""
678,"Organic Residue from Pottery","土器付着物,胴部最大径部・外面",0,"from pottery exterior residue body","","from pottery exterior residue body",""
671,"Organic Residue from Pottery","土器付着物,胴部下位・外面",0,"from pottery exterior residue body lower","","from pottery exterior residue body lower",""
490,"Organic Residue from Pottery","土器付着物,口縁外面",0,"from pottery rim exterior outside edge residue","","from pottery rim exterior outside edge residue",""
667,"Organic Residue from Pottery","土器付着物,胴部上位・内面",0,"from pottery interior residue body upper","","from pottery interior residue body upper",""
478,"Organic Residue from Pottery","土器付着物,上位・外面",0,"from pottery exterior residue upper","","from pottery exterior residue upper",""
656,"Organic Residue from Pottery","土器付着物,胴・内面",0,"from pottery interior residue","","from pottery interior residue",""
670,"Organic Residue from Pottery","土器付着物,胴部下位・内面",0,"from pottery interior residue body lower","","from pottery interior residue body lower",""
492,"Organic Residue from Pottery","土器付着物,口縁部・内面",0,"from pottery rim interior residue","","from pottery rim interior residue",""
493,"Organic Residue from Pottery","土器付着物,口縁部・外面",0,"from pottery rim exterior residue","","from pottery rim exterior residue",""
675,"Organic Residue from Pottery","土器付着物,胴部中位・内面",0,"from pottery interior residue body","","from pottery interior residue body",""
3164,"Terrestrial mollusc","貝,カワニナ,",0,"kawanina (Semisulcospira libertina)","","",""
3183,"Terrestrial mollusc","貝,陸産貝類,",0,"land snails","","",""
3175,"Shell","貝,ハイガイ,",0,"igai mussel (Mytilus coruscus)​","","",""
661,"Organic Residue from Pottery","土器付着物,胴外",0,"from pottery residue outside","","from pottery residue outside",""
2944,"Charred Seed","種実,ドングリ,",0,"seed/nuts oak (Quercus)","oak (Quercus)","seed/nuts",""
1033,"Wood","木材,木製品柄",0,"material wood wooden items","","material wood wooden items",""
524,"Organic Residue from Pottery","土器付着物,外面",0,"from pottery exterior residue","","from pottery exterior residue",""
538,"Organic Residue from Pottery","土器付着物,焦,内面",0,"from pottery interior residue","","from pottery interior residue",""
569,"Organic Residue from Pottery","土器付着物,焦,胴外",0,"from pottery residue outside","","from pottery residue outside",""
640,"Organic Residue from Pottery","土器付着物,煤,頸外",0,"from pottery soot residue","","from pottery soot residue",""
531,"Organic Residue from Pottery","土器付着物,炭化物,口縁外",0,"carbonized from pottery material rim outside edge residue","","carbonized from pottery material rim outside edge residue",""
526,"Organic Residue from Pottery","土器付着物,外面付着",0,"from pottery exterior residue","","from pottery exterior residue",""
475,"Organic Residue from Pottery","土器付着物,",0,"from pottery residue","","from pottery residue",""
663,"Organic Residue from Pottery","土器付着物,胴外上",0,"from pottery residue outside","","from pottery residue outside",""
520,"Organic Residue from Pottery","土器付着物,坏屈曲部",0,"from pottery residue","","from pottery residue",""
658,"Organic Residue from Pottery","土器付着物,胴内",0,"from pottery residue inside fabric?","","from pottery residue inside fabric?",""
525,"Organic Residue from Pottery","土器付着物,外面（試料は２点）",0,"from pottery exterior residue sample","","from pottery exterior residue sample",""
680,"Organic Residue from Pottery","土器付着物,胴部外面より採取",0,"from pottery exterior residue body outer neck","","from pottery exterior residue body outer neck",""
489,"Organic Residue from Pottery","土器付着物,口縁外下",0,"from pottery rim outside edge residue","","from pottery rim outside edge residue",""
664,"Organic Residue from Pottery","土器付着物,胴外下",0,"from pottery residue outside","","from pottery residue outside",""
885,"Wood","木材，ウイグルマッチング，1-5",0,"material wood C14 wiggle matching sample","","material wood C14 wiggle matching sample",""
950,"Wood","木材，ウイグルマッチング，外から1-5年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
981,"Wood","木材，ウイグルマッチング，外から6-10年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
888,"Wood","木材，ウイグルマッチング，11-15",0,"material wood C14 wiggle matching sample","","material wood C14 wiggle matching sample",""
952,"Wood","木材，ウイグルマッチング，外から11-15年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
961,"Wood","木材，ウイグルマッチング，外から16-20年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
891,"Wood","木材，ウイグルマッチング，21-25",0,"material wood C14 wiggle matching sample","","material wood C14 wiggle matching sample",""
965,"Wood","木材，ウイグルマッチング，外から21-25年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
488,"Organic Residue from Pottery","土器付着物,口縁外上",0,"from pottery rim outside edge residue","","from pottery rim outside edge residue",""
183,"Other unknown samples","その他,砥石付着物,胴外",0,"residue outside","","residue outside",""
485,"Organic Residue from Pottery","土器付着物,口縁内下",0,"from pottery rim residue inside of","","from pottery rim residue inside of",""
646,"Organic Residue from Pottery","土器付着物,煤?,口縁外",0,"from pottery soot rim outside edge residue","","from pottery soot rim outside edge residue",""
647,"Organic Residue from Pottery","土器付着物,煤?,口縁外下",0,"from pottery soot rim outside edge residue","","from pottery soot rim outside edge residue",""
559,"Organic Residue from Pottery","土器付着物,焦,胴下外",0,"from pottery residue outside the lower body","","from pottery residue outside the lower body",""
534,"Organic Residue from Pottery","土器付着物,炭化物,胴外",0,"carbonized from pottery material residue outside","","carbonized from pottery material residue outside",""
476,"Organic Residue from Pottery","土器付着物,コメ,胴外上",0,"from pottery residue outside rice (Oryza sativa)","rice (Oryza sativa)","from pottery residue outside",""
510,"Organic Residue from Pottery","土器付着物,吹,胴外上",0,"from pottery residue outside","","from pottery residue outside",""
533,"Organic Residue from Pottery","土器付着物,炭化物,底部内面",0,"carbonized from pottery material interior residue bottom","","carbonized from pottery material interior residue bottom",""
684,"Organic Residue from Pottery","土器付着物,頸外",0,"from pottery residue","","from pottery residue",""
2955,"Charred Seed","種実,マメ？,",0,"seed/nuts legume (Fabaceae)","legume (Fabaceae)","seed/nuts",""
182,"Other Charred Remains","その他,炭化物,",0,"carbonized material","","carbonized material",""
648,"Organic Residue from Pottery","土器付着物,煤?,胴外",0,"from pottery soot residue outside","","from pottery soot residue outside",""
477,"Organic Residue from Pottery","土器付着物,ドングリ,底部内面",0,"from pottery interior residue bottom oak (Quercus)","oak (Quercus)","from pottery interior residue bottom",""
2919,"Charred Seed","種実,カシ類（ドングリ）,",0,"seed/nuts oak (Quercus) oaks (Quercus subgen. Cyclobalanopsis)","oak (Quercus) oaks (Quercus subgen. Cyclobalanopsis)","seed/nuts",""
2912,"Charred Seed","種実,エゴ,",0,"seed/nuts snowbell tree (Styrax japonica)","snowbell tree (Styrax japonica)","seed/nuts",""
2934,"Charred Seed","種実,コメ,3個",0,"seed/nuts rice (Oryza sativa)","rice (Oryza sativa)","seed/nuts",""
660,"Organic Residue from Pottery","土器付着物,胴内面",0,"from pottery interior residue inside fabric?","","from pottery interior residue inside fabric?",""
487,"Organic Residue from Pottery","土器付着物,口縁外・胴外",0,"from pottery rim outside edge residue outside","","from pottery rim outside edge residue outside",""
665,"Organic Residue from Pottery","土器付着物,胴外中～下",0,"from pottery residue outside","","from pottery residue outside",""
937,"Wood","木材，ウイグルマッチング，最外1層目",0,"material wood outermost C14 wiggle matching sample","","material wood outermost C14 wiggle matching sample",""
923,"Wood","木材，ウイグルマッチング，中間30層目",0,"material wood C14 wiggle matching sample","","material wood C14 wiggle matching sample",""
925,"Wood","木材，ウイグルマッチング，最内60層目",0,"material wood C14 wiggle matching sample","","material wood C14 wiggle matching sample",""
1027,"Wood","木材,外側",0,"material wood","","material wood",""
1022,"Wood","木材,内側",0,"material wood inside","","material wood inside",""
886,"Wood","木材，ウイグルマッチング，1〜5",0,"material wood C14 wiggle matching sample","","material wood C14 wiggle matching sample",""
894,"Wood","木材，ウイグルマッチング，31〜35",0,"material wood C14 wiggle matching sample","","material wood C14 wiggle matching sample",""
895,"Wood","木材，ウイグルマッチング，36〜39",0,"material wood C14 wiggle matching sample","","material wood C14 wiggle matching sample",""
880,"Wood","木材，ウイグルマッチング，-20",0,"material wood C14 wiggle matching sample","","material wood C14 wiggle matching sample",""
898,"Wood","木材，ウイグルマッチング，45",0,"material wood C14 wiggle matching sample","","material wood C14 wiggle matching sample",""
882,"Wood","木材，ウイグルマッチング，-90",0,"material wood C14 wiggle matching sample","","material wood C14 wiggle matching sample",""
884,"Wood","木材，ウイグルマッチング，1",0,"material wood C14 wiggle matching sample","","material wood C14 wiggle matching sample",""
893,"Wood","木材，ウイグルマッチング，31",0,"material wood C14 wiggle matching sample","","material wood C14 wiggle matching sample",""
900,"Wood","木材，ウイグルマッチング，61",0,"material wood C14 wiggle matching sample","","material wood C14 wiggle matching sample",""
897,"Wood","木材，ウイグルマッチング，41",0,"material wood C14 wiggle matching sample","","material wood C14 wiggle matching sample",""
679,"Organic Residue from Pottery","土器付着物,胴部外面",0,"from pottery exterior residue body outer neck","","from pottery exterior residue body outer neck",""
603,"Organic Residue from Pottery","土器付着物,煤,口縁部外面",0,"from pottery soot rim exterior residue outer neck","","from pottery soot rim exterior residue outer neck",""
590,"Organic Residue from Pottery","土器付着物,煤,口～胴外面",0,"from pottery soot exterior residue outside","","from pottery soot exterior residue outside",""
587,"Organic Residue from Pottery","土器付着物,煮焦げ,胴部内面（胴下位内面）",0,"from pottery interior residue body lower","","from pottery interior residue body lower",""
626,"Organic Residue from Pottery","土器付着物,煤,胴部上位外面（胴上外）",0,"from pottery soot exterior residue body upper","","from pottery soot exterior residue body upper",""
644,"Organic Residue from Pottery","土器付着物,煤,頸部外面",0,"from pottery soot exterior residue outer neck","","from pottery soot exterior residue outer neck",""
672,"Organic Residue from Pottery","土器付着物,胴部下位内面",0,"from pottery interior residue body lower","","from pottery interior residue body lower",""
521,"Organic Residue from Pottery","土器付着物,坏部内面",0,"from pottery interior residue","","from pottery interior residue",""
584,"Organic Residue from Pottery","土器付着物,煮焦げ,坏部内面",0,"from pottery interior residue","","from pottery interior residue",""
494,"Organic Residue from Pottery","土器付着物,口縁部下外面（口外）",0,"from pottery rim exterior residue outside rim","","from pottery rim exterior residue outside rim",""
674,"Organic Residue from Pottery","土器付着物,胴部下半下外面（胴中外）",0,"from pottery exterior residue body","","from pottery exterior residue body",""
536,"Organic Residue from Pottery","土器付着物,炭化物,胴部外面",0,"carbonized from pottery material exterior residue body outer neck","","carbonized from pottery material exterior residue body outer neck",""
586,"Organic Residue from Pottery","土器付着物,煮焦げ,胴内面",0,"from pottery interior residue inside fabric?","","from pottery interior residue inside fabric?",""
535,"Organic Residue from Pottery","土器付着物,炭化物,胴部上位・外面",0,"carbonized from pottery material exterior residue body upper","","carbonized from pottery material exterior residue body upper",""
532,"Organic Residue from Pottery","土器付着物,炭化物,口縁外面",0,"carbonized from pottery material rim exterior outside edge residue","","carbonized from pottery material rim exterior outside edge residue",""
938,"Wood","木材，ウイグルマッチング，最外から1-5",0,"material wood outermost C14 wiggle matching sample from outermost","","material wood outermost C14 wiggle matching sample from outermost",""
939,"Wood","木材，ウイグルマッチング，最外から11-15",0,"material wood outermost C14 wiggle matching sample from outermost","","material wood outermost C14 wiggle matching sample from outermost",""
941,"Wood","木材，ウイグルマッチング，最外から21-25",0,"material wood outermost C14 wiggle matching sample from outermost","","material wood outermost C14 wiggle matching sample from outermost",""
945,"Wood","木材，ウイグルマッチング，最外から31-35",0,"material wood outermost C14 wiggle matching sample from outermost","","material wood outermost C14 wiggle matching sample from outermost",""
944,"Wood","木材，ウイグルマッチング，最外から26-30",0,"material wood outermost C14 wiggle matching sample from outermost","","material wood outermost C14 wiggle matching sample from outermost",""
943,"Wood","木材，ウイグルマッチング，最外から26-29",0,"material wood outermost C14 wiggle matching sample from outermost","","material wood outermost C14 wiggle matching sample from outermost",""
589,"Organic Residue from Pottery","土器付着物,煤,",0,"from pottery soot residue","","from pottery soot residue",""
634,"Organic Residue from Pottery","土器付着物,煤,胴部外面",0,"from pottery soot exterior residue body outer neck","","from pottery soot exterior residue body outer neck",""
3317,"Fish bone","骨,クジラ,",0,"whale (Cetacea spp.)​","whale (Cetacea spp.)​","",""
3314,"Fish bone","骨,オットセイ,",0,"fur seal (Callorhinus ursinus)","fur seal (Callorhinus ursinus)","","オットセイ"
3338,"Human Bone","骨,ヒト,肋骨",0,"human rib","human","rib",""
3345,"Animal Bone","骨,獣骨,LM",0,"animal bones","animal bones","",""
3346,"Animal Bone","骨,獣骨,SM",0,"animal bones","animal bones","",""
3349,"Fish bone","骨,魚骨,顎骨",0,"fish bone","fish bone","",""
3348,"Fish bone","骨,魚骨,椎骨",0,"fish bone vertebra","fish bone","vertebra",""
3313,"Fish bone","骨,イルカ,椎骨",0,"dolphin /toothed whales (odontocetes) vertebra","dolphin /toothed whales (odontocetes)","vertebra",""
3347,"Animal Bone","骨,獣骨,不明",0,"animal bones","animal bones","",""
1649,"Charred Remain","炭化材,ブドウ科,",0,"carbonized material grapes (Vitaceae)","grapes (Vitaceae)","carbonized material",""
1651,"Charred Remain","炭化材,モミ属,",0,"carbonized material fir (Abies sp.)","fir (Abies sp.)","carbonized material",""
