"PrefectureCode","Prefecture","SiteName","SiteLocation","SamplingLocation","MaterialType","MaterialCode1","MaterialCode2","Period","Phase","PeriodCode","LabCode","Method","CRA","CRAError","UnroundedCRA","UnroundedCRAError","Delta13C","Delta13CError","Delta13CIRMS","AnalysedBy","Laboratory","PubblicationYear","ReportTitle","Page","Remarks","Reference","Publisher","Latitude","Longitude","ReferenceID","retain","originalRow"
54,"静岡","葛原沢第Ⅳ遺跡","沼津市足高尾上","第1号住居址","炭化材","T","f","縄文時代草創期",NA,"B","Gak-18193","β線法",10930,160,NA,NA,NA,NA,NA,"パリノ･サーヴェイ","学習院大学理学部年代測定室",2001,"葛原沢第Ⅳ遺跡第1号住居址の自然科学的調査","275-277",NA,"沼津市文化財調査報告書第77集　葛原沢第Ⅳ遺跡(a･b区)発掘調査報告書1","沼津市教育委員会","35゜08'49.34""","138゜51'16.02""",3674,TRUE,23926
54,"静岡","葛原沢第Ⅳ遺跡","沼津市足高尾上","第1号住居址","炭化材","T","f","縄文時代草創期",NA,"B","Gak-18193","β線法",9600,260,NA,NA,NA,NA,NA,"パリノ･サーヴェイ","学習院大学理学部年代測定室",2001,"葛原沢第Ⅳ遺跡第1号住居址の自然科学的調査","275-277",NA,"沼津市文化財調査報告書第77集　葛原沢第Ⅳ遺跡(a･b区)発掘調査報告書1","沼津市教育委員会","35゜08'49.34""","138゜51'16.02""",3674,TRUE,23928
54,"静岡","葛原沢第Ⅳ遺跡","沼津市足高尾上","第1号住居址","炭化材","T","f","縄文時代草創期",NA,"B","Gak-18193","β線法",9600,510,NA,NA,NA,NA,NA,"パリノ･サーヴェイ","学習院大学理学部年代測定室",2001,"葛原沢第Ⅳ遺跡第1号住居址の自然科学的調査","275-277",NA,"沼津市文化財調査報告書第77集　葛原沢第Ⅳ遺跡(a･b区)発掘調査報告書1","沼津市教育委員会","35゜08'49.34""","138゜51'16.02""",3674,TRUE,23929
54,"静岡","葛原沢第Ⅳ遺跡","沼津市足高尾上","第1号住居址","炭化材","T","f","縄文時代草創期",NA,"B","Gak-18193","β線法",8540,150,NA,NA,NA,NA,NA,"パリノ･サーヴェイ","学習院大学理学部年代測定室",2001,"葛原沢第Ⅳ遺跡第1号住居址の自然科学的調査","275-277",NA,"沼津市文化財調査報告書第77集　葛原沢第Ⅳ遺跡(a･b区)発掘調査報告書1","沼津市教育委員会","35゜08'49.34""","138゜51'16.02""",3674,TRUE,23930
41,"新潟","北野遺跡(下層)","東蒲原郡上川村大字九島字長木","不明","炭化物","T","h","不明",NA,"A,B,C,D,E,F,G,H","Gak-18396","β線法",4810,110,NA,NA,NA,NA,NA,"古環境研究所","学習院大学理学部年代測定室",2003,"放射性炭素年代測定結果","66",NA,"新潟県埋蔵文化財調査報告書第119集　磐越自動車道関係発掘調査報告書　北野遺跡Ⅰ(下層)","新潟県教育委員会　財団法人新潟県埋蔵文化財調査事業団","37゜38'38.62""","139゜27'30.82""",3088,TRUE,19492
41,"新潟","北野遺跡(下層)","東蒲原郡上川村大字九島字長木","不明","炭化物","T","h","不明",NA,"A,B,C,D,E,F,G,H","Gak-18396","β線法",3960,110,NA,NA,NA,NA,NA,"古環境研究所","学習院大学理学部年代測定室",2003,"放射性炭素年代測定結果","66",NA,"新潟県埋蔵文化財調査報告書第119集　磐越自動車道関係発掘調査報告書　北野遺跡Ⅰ(下層)","新潟県教育委員会　財団法人新潟県埋蔵文化財調査事業団","37゜38'38.62""","139゜27'30.82""",3088,TRUE,19493
41,"新潟","北野遺跡(下層)","東蒲原郡上川村大字九島字長木","不明","炭化物","T","h","不明",NA,"A,B,C,D,E,F,G,H","Gak-18396","β線法",4610,100,NA,NA,NA,NA,NA,"古環境研究所","学習院大学理学部年代測定室",2003,"放射性炭素年代測定結果","66",NA,"新潟県埋蔵文化財調査報告書第119集　磐越自動車道関係発掘調査報告書　北野遺跡Ⅰ(下層)","新潟県教育委員会　財団法人新潟県埋蔵文化財調査事業団","37゜38'38.62""","139゜27'30.82""",3088,TRUE,19494
41,"新潟","北野遺跡(下層)","東蒲原郡上川村大字九島字長木","不明","炭化物","T","h","不明",NA,"A,B,C,D,E,F,G,H","Gak-18396","β線法",2370,210,NA,NA,NA,NA,NA,"古環境研究所","学習院大学理学部年代測定室",2003,"放射性炭素年代測定結果","66",NA,"新潟県埋蔵文化財調査報告書第119集　磐越自動車道関係発掘調査報告書　北野遺跡Ⅰ(下層)","新潟県教育委員会　財団法人新潟県埋蔵文化財調査事業団","37゜38'38.62""","139゜27'30.82""",3088,TRUE,19495
51,"山梨","桂野遺跡","東八代郡御坂町上黒駒字桂野大道","1号住居　1号炉","炭化材","T","f","縄文時代中期",NA,"B","Beta-151022","AMS法",4560,40,NA,NA,NA,NA,"-25.2 ","パリノ･サーヴェイ","地球科学研究所",2002,"桂野遺跡の放射性炭素年代測定と種子同定","78-81",NA,"山梨県埋蔵文化財センター調査報告書第199集　桂野遺跡(第4次調査)･原山遺跡","山梨県教育委員会","35゜35'27.56""","138゜42'43.45""",2379,TRUE,22021
51,"山梨","桂野遺跡","東八代郡御坂町上黒駒字桂野大道","1号住居　3号炉","炭化材","T","f","縄文時代中期",NA,"B","Beta-151022","AMS法",4490,40,NA,NA,NA,NA,"-27.3 ","パリノ･サーヴェイ","地球科学研究所",2002,"桂野遺跡の放射性炭素年代測定と種子同定","78-81",NA,"山梨県埋蔵文化財センター調査報告書第199集　桂野遺跡(第4次調査)･原山遺跡","山梨県教育委員会","35゜35'27.56""","138゜42'43.45""",2379,TRUE,22022
97,"鹿児島","春ノ山遺跡","加世田市津貫字春ノ山･原ノ山上･鳥越ノ上･仙太平","7号礫群内炭","炭化材","T","f","旧石器時代",NA,"A","Beta-151022","AMS法",24770,160,NA,NA,NA,NA,"-25.6 ","パリノ・サーヴェイ","Beta Analytic Inc.",2002,"春ノ山遺跡の自然科学分析-放射性炭素年代測定(AMS法)と植物珪酸体分析-","139-141",NA,"加世田市埋蔵文化財発掘調査報告書(22)　県営シラス対策関連事業第2久木野地区に伴う埋蔵文化財発掘調査報告書(1)","鹿児島県加世田市教育委員会","31゜20'50.96""","130゜16'48.61""",1139,TRUE,28220
52,"長野","長峯遺跡","茅野市北山芹ヶ沢","SB66住居跡,Pno3","土器付着物,焦,口縁内","O","q","縄文時代中期","新巻類系","B","Beta-164503","AMS法",4700,40,NA,NA,"-24.3",NA,"-24.3,-24.5","学術創成研究グループ","Beta Analytic Inc.",2009,"地域別測定データ","139-524","NM-40","弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","国立歴史民俗博物館","36゜01'59.41""","138゜13'27.37""",2883,TRUE,4292
52,"長野","長峯遺跡","茅野市北山芹ヶ沢","SB66,P3　口縁内面付着","土器付着炭化物","O","q","縄文時代","焼町古式","B","Beta-164503","AMS法",4700,40,NA,NA,NA,NA,"-24.3 ","小林謙一･今村峯雄･坂本稔･永嶋正春","Beta Analytic Inc.",2005,"長野県茅野市長峯･聖石遺跡のAMS14C年代測定","181-190",NA,"長野県埋蔵文化財センター発掘調査報告書69　担い手育成基盤整備事業(芹ヶ沢地区)国道299号線バイパス建設事業埋蔵文化財発掘調査報告書　聖石遺跡･長峯遺跡･(別田沢遺跡)　第1分冊　本文編","長野県諏訪地方事務所　長野県諏訪建設事務所　茅野市　財段法人長野県文化振興事業団長野県埋蔵文化財センター","36゜01'59.41""","138゜13'27.37""",4784,TRUE,22637
52,"長野","長峯遺跡","茅野市北山芹ケ沢","試料番号:NM-40　　口縁部屈曲部内面","土器付着炭化物","O","q","縄文時代中期中葉","新巻","B","Beta-164503","AMS法",4700,40,NA,NA,NA,NA,"-24.3","小林謙一・今村峯雄・坂本"," Beta Analytic Inc",2004,"焼町土器の炭素14年代と歴代較正","37-54",NA,"国立歴史民俗博物館研究報告　第120集","国立歴史民俗博物館","36゜01'59.41""","138゜13'27.37""",1556,TRUE,44188
52,"長野","長峯遺跡","茅野市北山芹ヶ沢","SB218住居跡,Pno26","土器付着物,焦,胴内","O","q","縄文時代中期","焼町土器","B","Beta-164504","AMS法",4420,40,NA,NA,"-25.3",NA,"-25.3,-25.8","学術創成研究グループ","Beta Analytic Inc.",2009,"地域別測定データ","139-524","NM-37","弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","国立歴史民俗博物館","36゜01'59.41""","138゜13'27.37""",2883,TRUE,4291
52,"長野","長峯遺跡","茅野市北山芹ヶ沢","SB218,P26　胴下内面付着","土器付着炭化物","O","q","縄文時代","焼町古式","B","Beta-164504","AMS法",4420,40,NA,NA,NA,NA,"-25.3 ","小林謙一･今村峯雄･坂本稔･永嶋正春","Beta Analytic Inc.",2005,"長野県茅野市長峯･聖石遺跡のAMS14C年代測定","181-190",NA,"長野県埋蔵文化財センター発掘調査報告書69　担い手育成基盤整備事業(芹ヶ沢地区)国道299号線バイパス建設事業埋蔵文化財発掘調査報告書　聖石遺跡･長峯遺跡･(別田沢遺跡)　第1分冊　本文編","長野県諏訪地方事務所　長野県諏訪建設事務所　茅野市　財段法人長野県文化振興事業団長野県埋蔵文化財センター","36゜01'59.41""","138゜13'27.37""",4784,TRUE,22636
52,"長野","長峯遺跡","茅野市北山芹ケ沢","試料番号:NM-37　　底部内面","土器付着炭化物","O","q","縄文時代中期中葉","新巻6b期","B","Beta-164504","AMS法",4420,40,NA,NA,NA,NA,"-25.3","小林謙一・今村峯雄・坂本"," Beta Analytic Inc",2004,"焼町土器の炭素14年代と歴代較正","37-54",NA,"国立歴史民俗博物館研究報告　第120集","国立歴史民俗博物館","36゜01'59.41""","138゜13'27.37""",1556,TRUE,44187
52,"長野","長峯遺跡","茅野市北山芹ヶ沢","SB232住居跡,Pno2","土器付着物,焦,胴内","O","q","縄文時代中期","焼町土器","B","Beta-164505","AMS法",4510,40,NA,NA,"-26.3",NA,"-26.3","学術創成研究グループ","Beta Analytic Inc.",2009,"地域別測定データ","139-524","NM-36","弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","国立歴史民俗博物館","36゜01'59.41""","138゜13'27.37""",2883,TRUE,4290
52,"長野","長峯遺跡","茅野市北山芹ヶ沢","SB23332,P2　胴内面付着","土器付着炭化物","O","q","縄文時代","焼町古式","B","Beta-164505","AMS法",4510,40,NA,NA,NA,NA,"-26.3 ","小林謙一･今村峯雄･坂本稔･永嶋正春","Beta Analytic Inc.",2005,"長野県茅野市長峯･聖石遺跡のAMS14C年代測定","181-190",NA,"長野県埋蔵文化財センター発掘調査報告書69　担い手育成基盤整備事業(芹ヶ沢地区)国道299号線バイパス建設事業埋蔵文化財発掘調査報告書　聖石遺跡･長峯遺跡･(別田沢遺跡)　第1分冊　本文編","長野県諏訪地方事務所　長野県諏訪建設事務所　茅野市　財段法人長野県文化振興事業団長野県埋蔵文化財センター","36゜01'59.41""","138゜13'27.37""",4784,TRUE,22635
52,"長野","長峯遺跡","茅野市北山芹ケ沢","試料番号:NM-36　　胴部内面","土器付着炭化物","O","q","縄文時代中期中葉","新巻7期","B","Beta-164505","AMS法",4510,40,NA,NA,NA,NA,"-26.3","小林謙一・今村峯雄・坂本"," Beta Analytic Inc",2004,"焼町土器の炭素14年代と歴代較正","37-54",NA,"国立歴史民俗博物館研究報告　第120集","国立歴史民俗博物館","36゜01'59.41""","138゜13'27.37""",1556,TRUE,44186
52,"長野","長峯遺跡","茅野市北山芹ヶ沢","SB16住居跡,Pno6","土器付着物,焦,胴内","O","q","縄文時代中期","五領ヶ台2式","B","Beta-164506","AMS法",4560,40,NA,NA,"-26",NA,"-26,-26.3","学術創成研究グループ","Beta Analytic Inc.",2009,"地域別測定データ","139-524","NM-4","弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","国立歴史民俗博物館","36゜01'59.41""","138゜13'27.37""",2883,TRUE,4285
52,"長野","長峯遺跡","茅野市北山芹ヶ沢","SB16,P6　土器胴内面付着","土器付着炭化物","O","q","縄文時代中期","五領ヶ台2式","B","Beta-164506","AMS法",4560,40,NA,NA,NA,NA,"-26.0 ","小林謙一･今村峯雄･坂本稔･永嶋正春","Beta Analytic Inc.",2005,"長野県茅野市長峯･聖石遺跡のAMS14C年代測定","181-190",NA,"長野県埋蔵文化財センター発掘調査報告書69　担い手育成基盤整備事業(芹ヶ沢地区)国道299号線バイパス建設事業埋蔵文化財発掘調査報告書　聖石遺跡･長峯遺跡･(別田沢遺跡)　第1分冊　本文編","長野県諏訪地方事務所　長野県諏訪建設事務所　茅野市　財段法人長野県文化振興事業団長野県埋蔵文化財センター","36゜01'59.41""","138゜13'27.37""",4784,TRUE,22630
52,"長野","長峯遺跡","茅野市北山芹ケ沢","試料番号:NM4　　胴部内面","土器付着炭化物","O","q","縄文時代中期中葉","五領ヶ台2式","B","Beta-164506","AMS法",4560,40,NA,NA,NA,NA,"-26","小林謙一・今村峯雄・坂本"," Beta Analytic Inc",2004,"焼町土器の炭素14年代と歴代較正","37-54",NA,"国立歴史民俗博物館研究報告　第120集","国立歴史民俗博物館","36゜01'59.41""","138゜13'27.37""",1556,TRUE,44184
52,"長野","長峯遺跡","茅野市北山芹ヶ沢","SB4住居跡,Pno5","土器付着物,焦,胴内","O","q","縄文時代中期","狢沢式","B","Beta-164507","AMS法",4550,40,NA,NA,"-25.4",NA,"-25.4,-25.5","学術創成研究グループ","Beta Analytic Inc.",2009,"地域別測定データ","139-524","NM-5","弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","国立歴史民俗博物館","36゜01'59.41""","138゜13'27.37""",2883,TRUE,4286
52,"長野","長峯遺跡","茅野市北山芹ヶ沢","SB4,P5　土器胴下内面付着","土器付着炭化物","O","q","縄文時代中期","狢沢式","B","Beta-164507","AMS法",4550,40,NA,NA,NA,NA,"-25.4 ","小林謙一･今村峯雄･坂本稔･永嶋正春","Beta Analytic Inc.",2005,"長野県茅野市長峯･聖石遺跡のAMS14C年代測定","181-190",NA,"長野県埋蔵文化財センター発掘調査報告書69　担い手育成基盤整備事業(芹ヶ沢地区)国道299号線バイパス建設事業埋蔵文化財発掘調査報告書　聖石遺跡･長峯遺跡･(別田沢遺跡)　第1分冊　本文編","長野県諏訪地方事務所　長野県諏訪建設事務所　茅野市　財段法人長野県文化振興事業団長野県埋蔵文化財センター","36゜01'59.41""","138゜13'27.37""",4784,TRUE,22631
52,"長野","長峯遺跡","茅野市北山芹ケ沢","試料番号:NM5　　胴部内面","土器付着炭化物","O","q","縄文時代中期中葉","狢沢式5期","B","Beta-164507","AMS法",4550,40,NA,NA,NA,NA,"-25.4","小林謙一・今村峯雄・坂本"," Beta Analytic Inc",2004,"焼町土器の炭素14年代と歴代較正","37-54",NA,"国立歴史民俗博物館研究報告　第120集","国立歴史民俗博物館","36゜01'59.41""","138゜13'27.37""",1556,TRUE,44185
52,"長野","長峯遺跡","茅野市北山芹ヶ沢","SB161住居跡,Pno20,Pno1","土器付着物,煤,胴外","O","q","縄文時代中期","焼町土器","B","Beta-165961","AMS法",4400,40,NA,NA,"-23.5",NA,"-23.5,-23.7","学術創成研究グループ","Beta Analytic Inc.",2009,"地域別測定データ","139-524","NM-42","弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","国立歴史民俗博物館","36゜01'59.41""","138゜13'27.37""",2883,TRUE,4294
52,"長野","長峯遺跡","茅野市北山芹ヶ沢","SB161pit20p1　胴外面付着","土器付着炭化物","O","q","縄文時代","焼町新式","B","Beta-165961","AMS法",4400,40,NA,NA,NA,NA,"-23.5 ","小林謙一･今村峯雄･坂本稔･永嶋正春","Beta Analytic Inc.",2005,"長野県茅野市長峯･聖石遺跡のAMS14C年代測定","181-190",NA,"長野県埋蔵文化財センター発掘調査報告書69　担い手育成基盤整備事業(芹ヶ沢地区)国道299号線バイパス建設事業埋蔵文化財発掘調査報告書　聖石遺跡･長峯遺跡･(別田沢遺跡)　第1分冊　本文編","長野県諏訪地方事務所　長野県諏訪建設事務所　茅野市　財段法人長野県文化振興事業団長野県埋蔵文化財センター","36゜01'59.41""","138゜13'27.37""",4784,TRUE,22639
52,"長野","長峯遺跡","茅野市北山芹ケ沢","試料番号:NM-42　　胴部外面","土器付着炭化物","O","q","縄文時代中期中葉","焼町の系譜　9c-10a期","B","Beta-165961","AMS法",4400,40,NA,NA,NA,NA,"-23.5","小林謙一・今村峯雄・坂本"," Beta Analytic Inc",2004,"焼町土器の炭素14年代と歴代較正","37-54",NA,"国立歴史民俗博物館研究報告　第120集","国立歴史民俗博物館","36゜01'59.41""","138゜13'27.37""",1556,TRUE,44190
52,"長野","長峯遺跡","茅野市北山芹ヶ沢","SB66住居跡,Pno3","土器付着物,焦,口縁内","O","q","縄文時代中期","新巻類系","B","Beta-166522","AMS法",4580,40,NA,NA,"-23",NA,"-23","学術創成研究グループ","Beta Analytic Inc.",2009,"地域別測定データ","139-524","NM-40 (re)","弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","国立歴史民俗博物館","36゜01'59.41""","138゜13'27.37""",2883,TRUE,4293
52,"長野","長峯遺跡","茅野市北山芹ヶ沢","SB66,P3　口縁内面付着","土器付着炭化物","O","q","縄文時代","焼町古式","B","Beta-166522","AMS法",4580,40,NA,NA,NA,NA,"-23.0 ","小林謙一･今村峯雄･坂本稔･永嶋正春","Beta Analytic Inc.",2005,"長野県茅野市長峯･聖石遺跡のAMS14C年代測定","181-190",NA,"長野県埋蔵文化財センター発掘調査報告書69　担い手育成基盤整備事業(芹ヶ沢地区)国道299号線バイパス建設事業埋蔵文化財発掘調査報告書　聖石遺跡･長峯遺跡･(別田沢遺跡)　第1分冊　本文編","長野県諏訪地方事務所　長野県諏訪建設事務所　茅野市　財段法人長野県文化振興事業団長野県埋蔵文化財センター","36゜01'59.41""","138゜13'27.37""",4784,TRUE,22638
52,"長野","長峯遺跡","茅野市北山芹ケ沢","試料番号:NM-40(再測定)","土器付着炭化物","O","q","縄文時代中期中葉","新巻7期","B","Beta-166522","AMS法",4580,40,NA,NA,NA,NA,"-23","小林謙一・今村峯雄・坂本"," Beta Analytic Inc",2004,"焼町土器の炭素14年代と歴代較正","37-54",NA,"国立歴史民俗博物館研究報告　第120集","国立歴史民俗博物館","36゜01'59.41""","138゜13'27.37""",1556,TRUE,44189
54,"静岡","大鹿窪遺跡","富士郡芝川町大鹿窪","5住居跡,覆土,上層","炭化材,炭化物,","T","f","縄文時代草創期","押圧縄文","B","Beta-167428","AMS法",10850,40,NA,NA,"-27.2",NA,"-27.2","学術創成研究グループ","Beta Analytic Inc.",2009,"地域別測定データ","139-524","SSK-02","弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","国立歴史民俗博物館","35゜12'00.32""","138゜33'32.87""",2883,TRUE,4485
54,"静岡","大鹿窪遺跡","富士郡芝川町大鹿窪","5号竪穴状遺構　土上層","炭化材","T","f","縄文時代草創期","押圧状文","B","Beta-167428","AMS法",10850,40,NA,NA,NA,NA,"-27.2 ","小林謙一(国立歴史民俗博物館)","Beta Analytic Inc.",2006,"静岡県大鹿窪遺跡出土炭化物の14C年代測定","295-296",NA,"大鹿窪遺跡　窪B遺跡(遺物編)","芝川町教育委員会","35゜12'00.32""","138゜33'32.87""",1785,TRUE,24407
54,"静岡","大鹿窪遺跡","富士宮市芝川町","5号竪穴住居覆土上層　SSK-02","炭化材","T","f","縄文時代草創期","押圧縄紋","B","Beta-167428","AMS法",10850,40,NA,NA,NA,NA,NA,"小林謙一","Beta Analytic Inc",2008,"日本列島における初期定住化遺構の年代測定研究","1〜28",NA,"白門考古論叢II　中央大学考古学研究会創設40周年記念論文集","中央考古会･中央大学考古学研究会","35゜13'19.13""","138゜37'17.98""",3922,TRUE,44213
54,"静岡","大鹿窪遺跡","富士郡芝川町大鹿窪","3号屋外炉,燃焼上","炭化材,炭化物,","T","f","縄文時代早期","条痕文","B","Beta-167429","AMS法",7580,40,NA,NA,"-25.7",NA,"-25.7","学術創成研究グループ","Beta Analytic Inc.",2009,"地域別測定データ","139-524","SSK-01","弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","国立歴史民俗博物館","35゜12'00.32""","138゜33'32.87""",2883,TRUE,4484
54,"静岡","大鹿窪遺跡","富士郡芝川町大鹿窪","3号焼土跡燃焼面上","炭化材","T","f","縄文時代早期","条痕文","B","Beta-167429","AMS法",7580,40,NA,NA,NA,NA,"-25.7 ","小林謙一(国立歴史民俗博物館)","Beta Analytic Inc.",2006,"静岡県大鹿窪遺跡出土炭化物の14C年代測定","295-296",NA,"大鹿窪遺跡　窪B遺跡(遺物編)","芝川町教育委員会","35゜12'00.32""","138゜33'32.87""",1785,TRUE,24406
